/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,301,23,303,25,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,373,128,375,130,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,404,80,407,85,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,334,57,335,58,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,292,93,295,96,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,10,49,13,51,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,648,113,650,114,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,346,134,348,136,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,219,79,224,83,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,137,130,139,132,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,610,123,612,124,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,661,48,662,49,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,729,133,739,149,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,333,81,335,82,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,252,95,256,98,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,349,137,351,140,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,340,47,341,49,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,813,21,814,22,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,227,92,234,97,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,449,34,452,37,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,378,6,383,12,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,208,89,215,98,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,593,56,595,58,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,203,58,208,63,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,188,99,190,101,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,628,27,630,30,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,371,70,380,78,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,535,135,537,136,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,475,103,476,104,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,782,108,786,112,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,187,56,197,61,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,525,29,526,30,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,427,117,429,119,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,706,22,710,27,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,656,84,658,86,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,228,101,230,103,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,121,56,124,58,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,338,26,339,27,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,790,108,791,109,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,294,22,299,28,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,634,33,635,34,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,320,140,322,142,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,457,25,461,29,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,512,109,514,111,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,519,120,521,122,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,177,68,178,69,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,213,67,214,68,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,207,67,210,71,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,497,100,499,103,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,488,11,492,13,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,71,34,73,35,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,394,17,397,20,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,270,77,271,78,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,238,106,239,107,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,195,131,199,135,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,690,10,692,11,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,178,129,182,134,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,265,147,268,150,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,848,113,850,115,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,662,121,667,129,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,333,28,334,30,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,199,115,201,117,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,520,11,522,13,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,351,98,352,99,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,69,15,71,17,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,718,133,725,140,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,671,9,677,14,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,639,76,641,78,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,392,65,397,70,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,11,20,13,22,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,270,61,272,62,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,274,104,277,107,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,486,113,488,115,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,512,39,514,40,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,99,68,101,71,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,33,7,36,10,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,549,42,552,46,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,305,20,308,24,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,449,45,450,46,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,619,104,620,105,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,23,33,26,35,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,837,128,840,132,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,315,114,316,115,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,635,77,637,79,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,583,129,585,130,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,120,17,122,20,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,168,125,174,130,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,588,139,590,140,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,620,107,624,111,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,98,4,103,9,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,439,33,442,36,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,490,148,492,151,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,653,116,654,117,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,634,67,636,69,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,545,81,546,82,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,288,144,292,149,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,270,109,272,112,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,473,46,474,48,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,599,93,601,95,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,373,20,376,23,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,332,110,335,113,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,633,102,636,105,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,368,130,373,134,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,681,150,682,151,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,536,37,538,38,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,184,69,186,70,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,340,64,343,67,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,197,123,198,124,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,651,135,653,137,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,237,15,239,18,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,728,60,730,62,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,482,134,486,137,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,119,13,123,18,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,303,106,305,108,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,561,81,566,86,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,115,57,117,60,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,383,19,386,22,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,465,43,467,45,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,706,134,708,136,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,326,77,330,80,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,598,88,599,89,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,32,14,38,20,tree
/home/zac/ShadeMyRun/maps/Bagley2013_4095026N_12207286W.tif,542,47,543,48,tree
